Author tag,Author username,Author avatar,Is bot,Date,Content,Mentions,Attachments,Channel,Symptom1(Edginess_or_restlessness),Symptom2(Tiring_easily_more_fatigued_than_usual),Symptom3(Impaired_concentration_or_feeling_as_though_the_mind_goes_blank),Symptom4(irritability),Symptom5(Increased_muscleaches_or_soreness),Symptom6(Difficulty_sleeping),Symptom7(No_symptoms),AnxietyIntensity
#1695,megan likes worms,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,11/22/2021 3:09,damn its ok im proud of you for trying,rain#3941,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2277,Kiddo,https://cdn.discordapp.com/avatars/806464168705392690/5f277c13b89f33b09526206148abd076.png,No,1/4/2022 11:48,"Yes, very much so. I'm not in school anymore but when I was i felt the same as you. Presentations were a main reason I would miss school, I stressed out about them so much I felt too sick to get up the morning of the presentation. Barely graduated highschool because of so many missed days, ended up doing independent study online from home to graduate. I wish I had the courage to talk to my teachers about it to see if they would allow me to present to them in an empty classroom but I was too anxious to even do that. Im so sorry you feel so much anxiety about them too. I didnt go to college to avoid the same feeling I had all through school up until highschool graduation. You could try talking to your teachers about it, some of them might understand and work with you or see if a school counselor has any idea on how to help make it easier for you",Rexon#1845,,R/SocialAnxiety,N,N,N,N,N,N,Y,2
#7446,tall_chap,https://cdn.discordapp.com/avatars/770737086189010994/d9a91a3b8ea271cce45c62d400b2b66a.png,No,12/30/2021 19:11,i want to go to this small hike meetup but I'd only feel comfortable if I wore a good mask. I feel like it'll be awkward bc they'll judge me for being in the forest and yet wearing an N95 mask. That's my social anxiety. Just wanted to put that out there,Strawberry Milktea#4495,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#1257,print,https://cdn.discordapp.com/avatars/763130628039376947/84349c3dd44954fcb00c2ab91dbae802.png,No,1/3/2022 22:07,I haven’t gotten enough sleep lately running on red bull drowsy during the day extremely low self confidence just came back from a flight school starts tomorrow (or today its 12 am) I’m having a panic attack and just took a huge shit while worried about my appearance especially when I’m extremely short for my age whilst in high school which makes it worse and I think I have some sort of sleep demon causing me to stay awake. Send help,abe#7621,,R/SocialAnxiety,Y,Y,N,Y,N,Y,N,2
#7621,abe,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,1/3/2022 22:30,uh hi,print#1257,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4035,𝓯𝓪𝓷𝓽𝓪𝓼𝓽𝓲𝓬𝓪𝓽,https://cdn.discordapp.com/avatars/787398276181786634/9f11348a78ef8789bdffbbd0c468d475.png,No,10/16/2021 5:31,That’s so useful thank you so much ☺️,LitLynx#9596,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0643,KnotlessBraids,https://cdn.discordapp.com/avatars/911075210873155614/7d24e6e5f067fb66c855d3b0ae4c8e6c.png,No,1/1/2022 14:10,Hi guys... super new to this discord I literally just joined lol. And I have a question. Do you guys have noticeable body language that shows you’re uncomfortable and have people called you out on it? Because today I literally got called out for a nervous tic i didn’t know I had. This has never happened to me before and I literally want to crawl into a hole and die not to be dramatic.,Strawberry Milktea#4495,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9208,HimR,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,1/1/2022 5:24,<@476828222076747787> Hello,Greg Ritferd Jr#1337,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1396,Fauna,https://cdn.discordapp.com/avatars/452205850845511680/5e82c3c8b75bafa92a8105e5adb20454.png,No,12/31/2021 12:57,I’ve been trying to meet new people online through Discord and I tend to freeze up when on voice chat. For games like Among Us and Jackbox a lot of other people are talking and tend to be loud so I don’t really say much. I’m not sure what to do to fix that considering this is the only way I want to meet people for the foreseeable future.,,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#4317,the fare,https://cdn.discordapp.com/avatars/716032022749118516/b9f40447d48fc060687c9ffd90a6ef8c.png,No,12/31/2021 11:55,i want a diagnosis but i dont want to talk to anyone,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6450,kiddbrand,https://cdn.discordapp.com/avatars/487523053820182528/31d4e7692e30aad121936627de9b18b5.png,No,9/25/2021 7:53,for some minutes,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0044,zainabzainabzainab,https://cdn.discordapp.com/avatars/798587154086494230/1bd2c8bd6ae1311ca21f718c5da8155b.png,No,12/29/2021 15:55,Maybe try to make a discord call with someone u r comfortable with and play a game ? I do this just to improve my interactions but it’s still hard for me,mquexen.28#3741,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1937,vanblakp,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,11/10/2021 17:25,"i've got some girl in my class giving me a hard time for no reason. we sit in the same row, but i'm near the wall and she's near the aisle. every time i try to get up from my seat to go to the aisle (for whatever reason... joining another group, going to the bathroom, etc.), she makes it hard for me by barely moving and making me squeeze past her. today her friend even said to her ""are you going to let him through or what?"" I don't know this girl's name and have barely spoken with her. i'm not sure what her problem is, but i suck at dealing with rude people, especially strangers and, i also suck at addressing conflict in front of a crowd/classroom. not sure whether i should just move to another seat in the classroom or stand up for myself (and how i would even do that?)",Foster#0820,,R/SocialAnxiety,Y,N,N,Y,N,N,N,2
#3741,mquexen.28,https://cdn.discordapp.com/avatars/924948029159645234/6b3a1516538ecacfd0b125cf1e06fc8c.png,No,12/29/2021 10:28,Yall have any advice for social anxiety? I mean like I want to go up and talk to people in class and present in front of people but I just can't for some reason like everytime I have to present my stomach starts hurting but it's compulsory to get the marks and since I get so nervous I mess up so bad and I can't help it. I keep saying that I won't be scared this time but it happens. I can't talk to others or text smth cuz I always think abt how it'll sound and stuff. I don't wanna miss out on opportunities I need just cuz of this so anyone got any good advice that'll help?,Deleted User#0000,,R/SocialAnxiety,Y,N,Y,N,Y,N,N,2
#2230,Kickmaster,https://cdn.discordapp.com/avatars/739429155455762542/0ff5d65382efb31050b33edea7d613ea.png,No,12/29/2021 17:05,"I usually avoid talking to people and being around them, because of my anxiety. The thing is, I would love to be able to talk to them normally and be around them but I just can’t. I’ve tried so many things but it doesn’t go away. Then my parents keep saying that it’s just a phase and that it’ll eventually go away. I just think they don’t get the difference between SA and shyness. Sometimes they think I like to be alone, but I hate it, because I’m alone all the time.",Deleted User#0000,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#2759,__Sultan__,https://cdn.discordapp.com/avatars/298795613619879947/7a8d183965f71e01e70b8894f20edbd4.png,No,12/30/2021 7:59,"i can feel you,
 its same for me. Sometimes, i think why do i even exist, why am i soo weird, why is it soo hard to be socialize for me.
 Its soo frustrating",Deleted User#0000,,R/SocialAnxiety,N,Y,N,Y,N,N,N,1
#1815,Nari,https://cdn.discordapp.com/avatars/383902838281207808/b2fe97af7a320a2db7dff030fd2f3d86.png,No,8/20/2021 1:56,I don’t get how people talk to people so easily,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3110,proximacenturion,https://cdn.discordapp.com/avatars/885281020147023903/8234f23ee92ba2809474dd5ae25f7912.png,No,12/28/2021 18:23,Ya,dakygo#1857,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7016,PaddyB,https://cdn.discordapp.com/avatars/711930146663301124/ba08be21a8a8619384a7df7e2d16c42c.png,No,12/29/2021 8:48,"You can’t look at it that way, you can only look towards what you have got now. You can’t go back in time and change it. Focus on now abs how to change now, good luck",geoni#4110,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4874,Kay101,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,12/28/2021 21:49,Something that’s helped me is finding solo things to do.,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1687,Ender,https://cdn.discordapp.com/avatars/410801683661324288/c90ed9756e3081b2e6945a70ca8b89ac.png,No,12/28/2021 14:54,"social anxiety is really debilitating man, remember you’re not alone. i too deal with the same thing but that’s the thing, you can’t let the anticipation anxiety get in the way of what you would like to go out and do. my best advice is if you deal with this again is to challenge yourself and do whatever you didn’t want to do for a short amount of time and work your way up.",Jayooo#7813,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9857,Dizzy Dwarf,https://cdn.discordapp.com/avatars/251216694503145472/2c17617149cc2b4939e4d469a81e162a.png,No,12/26/2021 16:04,yeah that happens to me a lot,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8959,Trainer,https://cdn.discordapp.com/avatars/215213762645458944/9e10199947d013ef951453e6390dba8a.png,No,4/29/2021 22:50,"I had a moment today where my dad wanted me to take my step brother to go eat out somewhere today. He's 8 years younger than me but I had immense fear for some reason to even ask him if he wanted to go with me. Idk why, it seems like my reaction to future possible events is to avoid them. I'm so tired of this pattern and it's the reason why I don't hit up anyone",ClumsyPanther#7280,,R/SocialAnxiety,Y,Y,N,N,N,N,N,2
#1034,Addar,https://cdn.discordapp.com/avatars/330481818820280332/1bb393b5c3e765fd2c94c4f1d9669e27.png,No,10/13/2021 16:44,"Yeah I have too. Now that you mention it, it probably started when I was a kid when I was bored or didn't have what I wanted. On plutchik's wheel of emotions boredom is a less intense feeling of disgust or loathing",Vansab#1664,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7813,Shakith Thy Ass,https://cdn.discordapp.com/avatars/660903212131418143/11d3b48cd4b93676bac1db39daac3e93.png,No,8/6/2021 20:26,bro,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0351,priya,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,12/27/2021 10:32,"Hello,i am looking for a partner to work on social anxiety by myself,as i can't afford therapy,may be by following any books and videos as resources,if anyone is interested dm me,we can help each other in this process",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2687,Rootmire,https://cdn.discordapp.com/avatars/860205198080606208/c4d2b4caf344bd9b39941da2d14823cd.png,No,12/27/2021 1:07,😭 😭 😭 😔 😔,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9203,gotham,https://cdn.discordapp.com/avatars/819443323298381835/dfcd95166efd72882218b626940fe622.png,No,9/2/2021 8:02,Hello all,TheOceanCookie#4129,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5593,jmönzツ,https://cdn.discordapp.com/avatars/279314449662214145/774b78e277fa21ef8d11c65010ecab84.png,No,6/13/2021 17:58,hi people,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2448,Rubennnn,https://cdn.discordapp.com/avatars/286105992935243777/a_a606d139c7eb0fd62399e83186831c7e.gif,No,10/27/2021 5:16,Hi! This is my first message on this discord i just wanted to ask for some advice about pills antidepressants and etc,pluto#1789,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1789,pluto,https://cdn.discordapp.com/avatars/758378620413935617/db4726c3a52b6c94543a184a1aee7824.png,No,12/23/2021 5:21,"So I’m going out with my friends for the first time in a while and I’m feeling anxious about looking awkward, I also need some good conversation starters",,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#6198,silvia,https://cdn.discordapp.com/avatars/923297436397604884/26cabfb3cb3f6ba5dccb21b8966dbe77.png,No,12/23/2021 1:37,"I wish I’d know this too, I have the same problem. Every time I speak with someone I don’t know my voice starts to shake and I feel embarrassed and I start to overthink everything",Superb_90#8409,,R/SocialAnxiety,Y,N,Y,N,N,N,N,2
#2738,YellowNoodle,https://cdn.discordapp.com/avatars/406620239665692684/49b521ea0279de333b867604e1a64042.png,No,12/22/2021 18:08,"I have a hard time talking to people in groups or alone. I feel super awkward. I can only talk to people I see very often for months like close family or very few friends. When I'm in a group I normally stay quite and just listen, I answered questions when people ask me but they are normally short, closed answers. Any advice?",Rose101010210#5417,,R/SocialAnxiety,Y,N,N,N,N,N,N,2
#8409,Superb_90,https://cdn.discordapp.com/avatars/663236953298173994/96d5c9e0c537fa4a3b3592f00b74f0dd.png,No,12/22/2021 23:39,How do I become more confident when I speak to ppl? Im extremley comfortable when speaking to my family but when I try to talk to strangers/friends (I only have like 2 friends) I feel self conconious/nervous about the way they think abt me.,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5417,Rose101010210,https://cdn.discordapp.com/avatars/789437162524639272/ed831364dfeacbd3121e501b1b456154.png,No,12/22/2021 18:23,"Try and social more and try to speak what you like and the things you hate, this can help with confidence, we all can feel awkward in different ways, I suffer from anxiety and I find stuff awkward but I have to push myself to do the things I have to get done otherwise I won't be going anywhere in life I will just be sitting around waiting for time to pass, I like to listen to people but maybe try and explain to your friends and family that you feel awkward talking and if they have a problem with that just walk away, because leaving the people that will turn their backs on you is the best option to go for, and if you don't want to tell them or your family, just dm me and I could talk all day, don't worry I am here for you and so is everyone else, I hope this helps a bit, any questions that is fine. Have a good day/night!",YellowNoodle#2738,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0082,fern,https://cdn.discordapp.com/avatars/689735891006128141/fcd2723ec739ffcc79ac299e8880d6ba.png,No,12/22/2021 18:09,sorry I'm not good in advice,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2676,𝐊𝐚𝐢𝐭𝐨,https://cdn.discordapp.com/avatars/475938373194743808/bf2fc6440be147eb00b02471d3d103ff.png,No,12/22/2021 7:08,Hello guys I have a question for you. I tried ome.tv for the first time today and I want to know if I look/speak awkwardly because I felt awkward as shit man... https://www.youtube.com/watch?v=1qqHrTxPAPI (I'm on the right side),Strawberry Milktea#4495,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9187,Groot,https://cdn.discordapp.com/avatars/709621498825932800/fb3bc8604739aab33db7535ddcb906a8.png,No,7/3/2021 3:36,Guys I think I am an extrovert with social anxiety,Demyx#6715,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0851,chameLéon,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,12/17/2021 18:20,H̶i̶ .,watdo#0425,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0301,noahdb,https://cdn.discordapp.com/avatars/775109493960343592/47b9a10dfaebddd9df06e72845b53b87.png,No,10/13/2021 5:27,Wait sorry just to make sure is that like when you push your anger down and they to not let it out for a period of time ?,Vansab#1664,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6295,kwas,https://cdn.discordapp.com/avatars/818214642609815552/3d35fbde7cd668e5e17f68f24fd93a4d.png,No,12/20/2021 13:53,yellow,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4569,plastic.thunder,https://cdn.discordapp.com/avatars/559218488376557588/bb852f352534db69fef104d243b5c414.png,No,12/20/2021 2:40,Anyone else let their SA get in the way of them dating or even having any real relationships in general? Curious if it's just me it's just me and I need help or if this is something I can work out. Been this way for forever and honestly it sucks.,Dwardu#9054,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3629,Alexander 666,https://cdn.discordapp.com/avatars/698869346692235294/c6673caab62f8b859abe334ce726ebcf.png,No,12/20/2021 4:03,Same...,plastic.thunder#4569,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3109,bina,https://cdn.discordapp.com/avatars/481994786103099394/3897c849cd7241634bbd11ad0ac5b873.png,No,7/27/2021 22:48,is feeling nervous when eating around people a factor of social anxiety? I get nauseous when i eat around people (other than my family). I never knew the reason why it happens tho,Dwardu#9054,,R/SocialAnxiety,Y,N,N,N,Y,N,N,3
#5775,stell,https://cdn.discordapp.com/avatars/771906332214951977/f000b989bc0365a5b0c0f824913eba38.png,No,12/19/2021 20:14,anyone else’s social anxiety make them like afraid to eat in front of people,,,R/SocialAnxiety,Y,N,N,N,N,N,N,2
